Purchase Order,EAN,UoM,Unit Price,Store,Qty
3096226601,'5060668834046,Each,8,0163,10
3096226601,'5060668837375,Each,10,0163,5
3096226601,'5061011621375,Each,18.5,0168,5
3096226601,'5061011621436,Each,18.5,0430,5
3096226601,'5061011621382,Each,18.5,0266,5
3096226601,'5060668831380,Each,18.5,0168,5
