Purchase Order,EAN,UoM,Unit Price,Store,Qty
3096226603,'5060668837900,Each,18.5,0394,5
3096226603,'5061011621375,Each,18.5,0394,5
3096226603,'5061011621436,Each,18.5,0394,5
3096226603,'5060668831380,Each,18.5,0937,5
3096226603,'5060668831045,Each,17.5,0394,5
3096226603,'5060668837894,Each,18.5,0394,5
