Purchase Order,EAN,UoM,Unit Price,Store,Qty
3096226604,'5060668837900,Each,18.5,0768,5
3096226604,'5061011621375,Each,18.5,0403,5
3096226604,'5061011621436,Each,18.5,0760,5
3096226604,'5061011621382,Each,18.5,0406,5
3096226604,'5060668831380,Each,18.5,0403,5
3096226604,'5060668831380,Each,18.5,0406,5
3096226604,'5060668831380,Each,18.5,0761,5
3096226604,'5060668831137,Each,17.5,0768,5
3096226604,'5060668837894,Each,18.5,0768,5
