Purchase Order,EAN,UoM,Unit Price,Store,Qty
3096226605,'5060668837900,Each,18.5,0719,5
3096226605,'5061011621375,Each,18.5,0746,5
3096226605,'5061011621450,Each,22,0704,5
3096226605,'5061011621382,Each,18.5,0744,5
3096226605,'5061011621382,Each,18.5,0798,5
3096226605,'5060668831380,Each,18.5,0746,5
3096226605,'5060668831380,Each,18.5,0796,5
3096226605,'5060668831137,Each,17.5,0719,5
3096226605,'5060668831137,Each,17.5,0744,5
3096226605,'5060668831137,Each,17.5,0746,5
